391,n,n,y,n,n,y,y,y,n,n,n,n,n,y,y,democrat;
392,y,n,y,n,y,y,y,y,y,y,n,n,n,y,y,democrat;
393,n,y,n,y,y,n,n,n,n,n,y,y,y,n,,republican;
394,y,n,y,n,n,y,y,,y,y,y,n,y,n,y,democrat;
395,n,n,n,y,y,n,n,n,n,n,y,y,y,n,n,republican;
396,n,y,n,y,y,n,n,n,y,n,y,y,y,n,n,republican;
397,y,y,y,y,n,y,n,n,n,n,y,y,y,n,y,republican;
398,n,y,n,y,y,n,n,n,n,n,y,y,y,y,y,democrat;
399,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,democrat;
400,n,n,y,n,n,y,y,y,n,n,n,n,y,y,y,democrat;
401,n,n,n,y,y,n,n,n,y,y,y,n,y,n,y,republican;
402,n,y,n,y,y,n,n,n,y,y,y,y,n,n,y,republican;
403,n,y,n,y,y,n,n,n,y,n,y,y,y,n,n,republican;
404,n,n,n,y,y,n,n,n,y,n,y,y,y,n,,republican;
405,n,y,y,y,y,y,n,n,n,y,y,y,y,n,y,democrat;
406,y,,y,n,n,y,y,y,n,n,,n,n,y,y,democrat;
407,,,,,,,,,,,,,,,,republican;
408,n,n,y,n,n,y,y,y,n,n,n,n,n,y,y,democrat;
409,n,n,y,n,n,y,y,y,y,y,,n,n,y,y,democrat;
410,n,n,n,y,y,n,n,n,y,y,y,y,y,n,,republican;
411,n,y,n,y,y,n,n,n,n,n,y,y,y,n,n,republican;
412,n,y,n,y,y,n,n,n,n,n,y,y,y,n,y,republican;
413,n,y,n,y,y,,,n,y,n,y,,,,,republican;
414,n,n,y,y,y,n,n,y,y,n,y,y,y,n,y,republican;
415,y,n,y,n,n,y,y,y,n,y,n,n,n,y,,democrat;
416,n,y,n,y,y,n,n,n,n,y,,y,y,,,republican;
417,,y,y,y,y,n,n,n,n,y,n,y,y,n,n,democrat;
418,y,y,y,y,y,y,y,n,y,y,n,n,n,y,,democrat;
419,n,n,y,n,y,y,y,n,n,y,n,n,y,,y,democrat;
420,y,y,y,n,y,y,y,y,y,n,n,n,n,n,y,democrat;
421,,n,y,n,y,y,y,y,y,n,y,n,y,n,y,republican;
422,y,n,n,y,n,y,n,n,y,n,n,n,y,y,y,republican;
423,y,y,y,n,n,y,y,y,n,n,n,n,n,,,democrat;
424,,,,n,n,y,y,y,y,n,n,y,n,y,y,democrat;
425,n,n,n,y,y,n,n,n,y,n,y,n,y,n,y,republican;
426,n,y,n,y,y,n,n,n,n,n,,y,y,n,n,republican;
427,n,n,y,n,y,y,y,y,y,n,y,n,y,y,,democrat;
428,y,n,y,y,y,n,n,n,n,n,n,n,n,n,y,democrat;
429,y,y,n,n,n,n,y,y,n,y,n,n,n,y,n,democrat;
430,n,n,n,y,y,n,n,n,y,n,y,y,y,y,n,republican;
431,y,n,n,y,y,,n,,n,n,n,n,y,,n,democrat;
432,n,y,n,y,y,,,n,n,,,y,,,,republican;
433,n,n,n,y,n,n,n,n,n,n,y,n,y,n,n,republican;
434,n,y,n,y,y,n,n,n,n,n,n,,y,y,y,democrat;
